2326000000,1.000000000000000,1.000000000000000,0.000000000000000,0,0,0,0,0,34,UPDATESTANDBY
2425000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,1,2327000000,7,UPDATESTANDBY
2525000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,2,2425000000,6,UPDATESTANDBY
2625000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,3,2525000000,6,UPDATESTANDBY
2725000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,4,2625000000,6,UPDATESTANDBY
2825000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,5,2725000000,6,UPDATESTANDBY
2926000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,6,2826000000,6,UPDATESTANDBY
3025000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,7,2926000000,6,UPDATESTANDBY
3125000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,8,3026000000,6,UPDATESTANDBY
3225000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,9,3125000000,6,UPDATESTANDBY
3325000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,10,3225000000,7,UPDATESTANDBY
3425000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,11,3326000000,6,UPDATESTANDBY
3525000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,12,3425000000,6,UPDATESTANDBY
3625000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,13,3526000000,6,UPDATESTANDBY
3726000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,14,3625000000,6,UPDATESTANDBY
3825000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,15,3726000000,6,UPDATESTANDBY
3926000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,16,3825000000,6,UPDATESTANDBY
4025000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,17,3927000000,6,UPDATESTANDBY
4125000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,18,4026000000,6,UPDATESTANDBY
4225000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,19,4125000000,6,UPDATESTANDBY
4326000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,20,4225000000,7,UPDATESTANDBY
4426000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,21,4327000000,6,UPDATESTANDBY
4525000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,22,4426000000,6,UPDATESTANDBY
4625000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,23,4526000000,6,UPDATESTANDBY
4725000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,24,4626000000,6,UPDATESTANDBY
4825000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,25,4725000000,6,UPDATESTANDBY
4925000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,26,4825000000,6,UPDATESTANDBY
5025000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,27,4925000000,6,UPDATESTANDBY
5125000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,28,5025000000,6,UPDATESTANDBY
5225000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,29,5125000000,6,UPDATESTANDBY
5325000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,30,5225000000,7,UPDATESTANDBY
5425000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,31,5325000000,6,UPDATESTANDBY
5525000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,32,5425000000,6,UPDATESTANDBY
5626000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,33,5525000000,6,UPDATESTANDBY
5725000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,34,5626000000,6,UPDATESTANDBY
5825000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,35,5726000000,6,UPDATESTANDBY
5925000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,36,5825000000,6,UPDATESTANDBY
6025000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,37,5926000000,6,UPDATESTANDBY
6125000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,38,6025000000,6,UPDATESTANDBY
6225000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,39,6126000000,6,UPDATESTANDBY
6325000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,40,6225000000,7,UPDATESTANDBY
6425000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,41,6325000000,6,UPDATESTANDBY
6525000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,42,6425000000,6,UPDATESTANDBY
6625000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,43,6526000000,6,UPDATESTANDBY
6725000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,44,6625000000,6,UPDATESTANDBY
6826000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,45,6726000000,6,UPDATESTANDBY
6925000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,46,6826000000,6,UPDATESTANDBY
7025000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,47,6925000000,6,UPDATESTANDBY
7125000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,48,7025000000,6,UPDATESTANDBY
7225000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,49,7125000000,6,UPDATESTANDBY
7325000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,50,7225000000,7,UPDATESTANDBY
7425000000,1.000000000000000,1.000000000000000,0.000000000000000,1,0,0,51,7326000000,6,UPDATESTANDBY
